Generation,N_Total,C0,mu0_A,alpha_A,mu_bar_A,p_A,epsilon_A,R_A,s_A,mu0_B,alpha_B,mu_bar_B,p_B,epsilon_B,R_B,s_B,mu0_C,alpha_C,mu_bar_C,p_C,epsilon_C,R_C,s_C,C_bar,f_abc,f_abC,f_aBc,f_aBC,f_Abc,f_AbC,f_ABc,f_ABC,var_fitness
5070,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5080,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5090,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5100,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5110,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5120,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5130,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5140,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5150,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5160,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5170,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5180,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5190,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5200,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5210,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5220,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5230,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5240,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5250,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5260,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5270,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5280,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5290,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5300,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5310,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5320,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5330,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5340,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5350,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5360,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5370,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5380,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5390,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5400,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5410,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5420,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5430,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5440,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5450,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5460,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5470,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5480,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5490,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5500,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5510,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5520,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5530,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5540,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5550,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5560,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5570,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5580,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5590,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5600,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
5610,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
